,Drug_1,Drug_2,Correlation
531,Alisertib (MLN8237),Linifanib (ABT-869),-1124.0
532,Alisertib (MLN8237),Lovastatin,-395.0
533,Alisertib (MLN8237),LY-333531,-1251.0
534,Alisertib (MLN8237),Masitinib (AB-1010),-777.0
535,Alisertib (MLN8237),MGCD-265,-513.0
536,Alisertib (MLN8237),Midostaurin,-1073.0
537,Alisertib (MLN8237),MK-2206,-1020.0
538,Alisertib (MLN8237),MLN120B,-1405.0
539,Alisertib (MLN8237),MLN8054,1452.0
540,Alisertib (MLN8237),Motesanib (AMG-706),-1297.0
541,Alisertib (MLN8237),Neratinib (HKI-272),-1500.0
542,Alisertib (MLN8237),NF-kB Activation Inhibitor,-1819.0
543,Alisertib (MLN8237),Nilotinib,-531.0
544,Alisertib (MLN8237),Nutlin 3a,-886.0
545,Alisertib (MLN8237),NVP-ADW742,-1121.0
546,Alisertib (MLN8237),NVP-TAE684,-893.0
547,Alisertib (MLN8237),Palbociclib,-1129.0
548,Alisertib (MLN8237),Panobinostat,-1010.0
549,Alisertib (MLN8237),Pazopanib (GW786034),-817.0
550,Alisertib (MLN8237),PD173955,-1265.0
551,Alisertib (MLN8237),Pelitinib (EKB-569),-1096.0
552,Alisertib (MLN8237),PHA-665752,-1570.0
553,Alisertib (MLN8237),PHT-427,-719.0
554,Alisertib (MLN8237),PI-103,-1275.0
555,Alisertib (MLN8237),PLX-4720,-838.0
556,Alisertib (MLN8237),Ponatinib (AP24534),-1031.0
557,Alisertib (MLN8237),PP242,-1277.0
558,Alisertib (MLN8237),PRT062607,-1245.0
559,Alisertib (MLN8237),Quizartinib (AC220),-902.0
560,Alisertib (MLN8237),RAF265 (CHIR-265),-1502.0
561,Alisertib (MLN8237),Rapamycin,-931.0
562,Alisertib (MLN8237),Regorafenib (BAY 73-4506),-849.0
563,Alisertib (MLN8237),Roscovitine (CYC-202),-1164.0
564,Alisertib (MLN8237),Ruxolitinib (INCB018424),-1104.0
565,Alisertib (MLN8237),S31-201,-861.0
566,Alisertib (MLN8237),Saracatinib (AZD0530),-960.0
567,Alisertib (MLN8237),SB-431542,-1266.0
568,Alisertib (MLN8237),Selinexor,-609.0
569,Alisertib (MLN8237),Selumetinib (AZD6244),-1211.0
570,Alisertib (MLN8237),SGX-523,-1071.0
571,Alisertib (MLN8237),SNS-032 (BMS-387032),-761.0
572,Alisertib (MLN8237),Sorafenib,-676.0
573,Alisertib (MLN8237),SR9011,-1054.0
574,Alisertib (MLN8237),Staurosporine,-893.0
575,Alisertib (MLN8237),STO609,-1708.0
576,Alisertib (MLN8237),SU11274,-1250.0
577,Alisertib (MLN8237),Sunitinib,-1015.0
578,Alisertib (MLN8237),Tandutinib (MLN518),-671.0
579,Alisertib (MLN8237),TG100-115,-1329.0
580,Alisertib (MLN8237),TG101348,-519.0
581,Alisertib (MLN8237),Tivozanib (AV-951),-667.0
582,Alisertib (MLN8237),Tofacitinib (CP-690550),-744.0
583,Alisertib (MLN8237),Tozasertib (VX-680),1234.0
584,Alisertib (MLN8237),Trametinib (GSK1120212),-999.0
585,Alisertib (MLN8237),Vandetanib (ZD6474),-1311.0
586,Alisertib (MLN8237),Vargetef,-1236.0
587,Alisertib (MLN8237),Vatalanib (PTK787),-1368.0
588,Alisertib (MLN8237),Vemurafenib (PLX-4032),-1465.0
589,Alisertib (MLN8237),Venetoclax,-1094.0
590,Alisertib (MLN8237),Vismodegib (GDC-0449),-1090.0
591,Alisertib (MLN8237),Volasertib (BI-6727),-1449.0
592,Alisertib (MLN8237),VX-745,-1318.0
593,Alisertib (MLN8237),XAV-939,-1159.0
594,Alisertib (MLN8237),YM-155,-955.0
595,AT7519,Axitinib (AG-013736),-1470.0
596,AT7519,AZD1480,-1015.0
597,AT7519,Barasertib (AZD1152-HQPA),-927.0
598,AT7519,Bay 11-7085,-823.0
599,AT7519,BEZ235,-1457.0
600,AT7519,BI-2536,-752.0
601,AT7519,BMS-345541,568.0
602,AT7519,Bortezomib (Velcade),-1028.0
603,AT7519,Bosutinib (SKI-606),-1155.0
604,AT7519,Cabozantinib,-1004.0
605,AT7519,Canertinib (CI-1033),-655.0
606,AT7519,Cediranib (AZD2171),-1789.0
607,AT7519,CHIR-99021,-693.0
608,AT7519,CI-1040 (PD184352),-971.0
609,AT7519,Crenolanib,-913.0
610,AT7519,Crizotinib (PF-2341066),-1069.0
611,AT7519,CYT387,-1349.0
612,AT7519,Dasatinib,-2018.0
613,AT7519,DBZ,-407.0
614,AT7519,Doramapimod (BIRB 796),-1526.0
615,AT7519,Dovitinib (CHIR-258),-709.0
616,AT7519,Elesclomol,-1229.0
617,AT7519,Entospletinib (GS-9973),-638.0
618,AT7519,Entrectinib,-813.0
619,AT7519,Erlotinib,-356.0
620,AT7519,Flavopiridol,2085.0
621,AT7519,Foretinib (XL880),-1172.0
622,AT7519,GDC-0879,-901.0
623,AT7519,GDC-0941,-1789.0
624,AT7519,Gefitinib,-277.0
625,AT7519,Gilteritinib (ASP-2215),-845.0
626,AT7519,Go6976,-1597.0
627,AT7519,GSK-1838705A,-672.0
628,AT7519,GSK-1904529A,-379.0
629,AT7519,GSK690693,-840.0
630,AT7519,GW-2580,-1132.0
631,AT7519,Ibrutinib (PCI-32765),-1638.0
632,AT7519,Idelalisib,-1101.0
633,AT7519,Imatinib,-209.0
634,AT7519,INK-128,-1549.0
635,AT7519,JAK Inhibitor I,-1867.0
636,AT7519,JNJ-28312141,-1315.0
637,AT7519,JNJ-38877605,-732.0
638,AT7519,JNJ-7706621,1168.0
639,AT7519,JQ1,-1563.0
640,AT7519,KI20227,-2111.0
641,AT7519,KU-55933,-960.0
642,AT7519,KW-2449,-418.0
643,AT7519,Lapatinib,-614.0
644,AT7519,Lenalidomide,-508.0
645,AT7519,Lenvatinib,-1419.0
646,AT7519,Lestaurtinib (CEP-701),-1475.0
647,AT7519,Linifanib (ABT-869),-1561.0
648,AT7519,Lovastatin,-918.0
649,AT7519,LY-333531,-311.0
650,AT7519,Masitinib (AB-1010),-1188.0
651,AT7519,MGCD-265,-709.0
652,AT7519,Midostaurin,-1033.0
653,AT7519,MK-2206,-1803.0
654,AT7519,MLN120B,-1019.0
655,AT7519,MLN8054,-1208.0
656,AT7519,Motesanib (AMG-706),-1852.0
657,AT7519,Neratinib (HKI-272),-560.0
658,AT7519,NF-kB Activation Inhibitor,-1087.0
659,AT7519,Nilotinib,-1111.0
660,AT7519,Nutlin 3a,-752.0
661,AT7519,NVP-ADW742,-483.0
662,AT7519,NVP-TAE684,-728.0
663,AT7519,Palbociclib,670.0
664,AT7519,Panobinostat,-1342.0
665,AT7519,Pazopanib (GW786034),-1181.0
666,AT7519,PD173955,-2057.0
667,AT7519,Pelitinib (EKB-569),-809.0
668,AT7519,PHA-665752,-342.0
669,AT7519,PHT-427,-636.0
670,AT7519,PI-103,-1633.0
671,AT7519,PLX-4720,-890.0
672,AT7519,Ponatinib (AP24534),-857.0
673,AT7519,PP242,-1248.0
674,AT7519,PRT062607,-1317.0
675,AT7519,Quizartinib (AC220),-933.0
676,AT7519,RAF265 (CHIR-265),-744.0
677,AT7519,Rapamycin,-1582.0
678,AT7519,Regorafenib (BAY 73-4506),-919.0
679,AT7519,Roscovitine (CYC-202),786.0
680,AT7519,Ruxolitinib (INCB018424),-1581.0
681,AT7519,S31-201,-522.0
682,AT7519,Saracatinib (AZD0530),-1323.0
683,AT7519,SB-431542,-1553.0
684,AT7519,Selinexor,-418.0
685,AT7519,Selumetinib (AZD6244),-1639.0
686,AT7519,SGX-523,-355.0
687,AT7519,SNS-032 (BMS-387032),2233.0
688,AT7519,Sorafenib,-524.0
689,AT7519,SR9011,-503.0
690,AT7519,Staurosporine,-1431.0
691,AT7519,STO609,-1285.0
692,AT7519,SU11274,-705.0
693,AT7519,Sunitinib,-664.0
694,AT7519,Tandutinib (MLN518),-1143.0
695,AT7519,TG100-115,-1479.0
696,AT7519,TG101348,-835.0
697,AT7519,Tivozanib (AV-951),-1270.0
698,AT7519,Tofacitinib (CP-690550),-1260.0
699,AT7519,Tozasertib (VX-680),-1148.0
700,AT7519,Trametinib (GSK1120212),-1402.0
701,AT7519,Vandetanib (ZD6474),-1093.0
702,AT7519,Vargetef,-1168.0
703,AT7519,Vatalanib (PTK787),-725.0
704,AT7519,Vemurafenib (PLX-4032),-478.0
705,AT7519,Venetoclax,-676.0
706,AT7519,Vismodegib (GDC-0449),-1082.0
707,AT7519,Volasertib (BI-6727),-1481.0
708,AT7519,VX-745,-1518.0
709,AT7519,XAV-939,-1208.0
710,AT7519,YM-155,-1973.0
711,Axitinib (AG-013736),AZD1480,-889.0
712,Axitinib (AG-013736),Barasertib (AZD1152-HQPA),1060.0
713,Axitinib (AG-013736),Bay 11-7085,-928.0
714,Axitinib (AG-013736),BEZ235,-892.0
715,Axitinib (AG-013736),BI-2536,-172.0
716,Axitinib (AG-013736),BMS-345541,-709.0
717,Axitinib (AG-013736),Bortezomib (Velcade),-1193.0
718,Axitinib (AG-013736),Bosutinib (SKI-606),-935.0
719,Axitinib (AG-013736),Cabozantinib,1615.0
720,Axitinib (AG-013736),Canertinib (CI-1033),-711.0
721,Axitinib (AG-013736),Cediranib (AZD2171),1408.0
722,Axitinib (AG-013736),CHIR-99021,-875.0
723,Axitinib (AG-013736),CI-1040 (PD184352),-1194.0
724,Axitinib (AG-013736),Crenolanib,1024.0
725,Axitinib (AG-013736),Crizotinib (PF-2341066),-2044.0
726,Axitinib (AG-013736),CYT387,-1993.0
727,Axitinib (AG-013736),Dasatinib,2175.0
728,Axitinib (AG-013736),DBZ,-1003.0
729,Axitinib (AG-013736),Doramapimod (BIRB 796),-1772.0
730,Axitinib (AG-013736),Dovitinib (CHIR-258),1283.0
731,Axitinib (AG-013736),Elesclomol,-1755.0
732,Axitinib (AG-013736),Entospletinib (GS-9973),-851.0
733,Axitinib (AG-013736),Entrectinib,-440.0
734,Axitinib (AG-013736),Erlotinib,-420.0
735,Axitinib (AG-013736),Flavopiridol,-1625.0
736,Axitinib (AG-013736),Foretinib (XL880),1415.0
737,Axitinib (AG-013736),GDC-0879,-969.0
738,Axitinib (AG-013736),GDC-0941,-1678.0
739,Axitinib (AG-013736),Gefitinib,-408.0
740,Axitinib (AG-013736),Gilteritinib (ASP-2215),-1043.0
741,Axitinib (AG-013736),Go6976,-1429.0
742,Axitinib (AG-013736),GSK-1838705A,-689.0
743,Axitinib (AG-013736),GSK-1904529A,-1707.0
744,Axitinib (AG-013736),GSK690693,-1138.0
745,Axitinib (AG-013736),GW-2580,1738.0
746,Axitinib (AG-013736),Ibrutinib (PCI-32765),-2443.0
747,Axitinib (AG-013736),Idelalisib,-1562.0
748,Axitinib (AG-013736),Imatinib,-727.0
749,Axitinib (AG-013736),INK-128,-1205.0
750,Axitinib (AG-013736),JAK Inhibitor I,-1686.0
751,Axitinib (AG-013736),JNJ-28312141,1011.0
752,Axitinib (AG-013736),JNJ-38877605,-861.0
753,Axitinib (AG-013736),JNJ-7706621,-508.0
754,Axitinib (AG-013736),JQ1,-1279.0
755,Axitinib (AG-013736),KI20227,2259.0
756,Axitinib (AG-013736),KU-55933,-719.0
757,Axitinib (AG-013736),KW-2449,806.0
758,Axitinib (AG-013736),Lapatinib,-1635.0
759,Axitinib (AG-013736),Lenalidomide,-510.0
760,Axitinib (AG-013736),Lenvatinib,1608.0
761,Axitinib (AG-013736),Lestaurtinib (CEP-701),-1410.0
762,Axitinib (AG-013736),Linifanib (ABT-869),1731.0
763,Axitinib (AG-013736),Lovastatin,-1317.0
764,Axitinib (AG-013736),LY-333531,-983.0
765,Axitinib (AG-013736),Masitinib (AB-1010),-1404.0
766,Axitinib (AG-013736),MGCD-265,-1590.0
767,Axitinib (AG-013736),Midostaurin,1468.0
768,Axitinib (AG-013736),MK-2206,-1356.0
769,Axitinib (AG-013736),MLN120B,-2463.0
770,Axitinib (AG-013736),MLN8054,-814.0
771,Axitinib (AG-013736),Motesanib (AMG-706),1946.0
772,Axitinib (AG-013736),Neratinib (HKI-272),-859.0
773,Axitinib (AG-013736),NF-kB Activation Inhibitor,-864.0
774,Axitinib (AG-013736),Nilotinib,-1363.0
775,Axitinib (AG-013736),Nutlin 3a,-298.0
776,Axitinib (AG-013736),NVP-ADW742,-1107.0
777,Axitinib (AG-013736),NVP-TAE684,-1068.0
778,Axitinib (AG-013736),Palbociclib,-428.0
779,Axitinib (AG-013736),Panobinostat,-1201.0
780,Axitinib (AG-013736),Pazopanib (GW786034),1157.0
781,Axitinib (AG-013736),PD173955,1544.0
782,Axitinib (AG-013736),Pelitinib (EKB-569),-647.0
783,Axitinib (AG-013736),PHA-665752,-783.0
784,Axitinib (AG-013736),PHT-427,-687.0
785,Axitinib (AG-013736),PI-103,-1272.0
786,Axitinib (AG-013736),PLX-4720,-1483.0
787,Axitinib (AG-013736),Ponatinib (AP24534),1203.0
788,Axitinib (AG-013736),PP242,-1141.0
789,Axitinib (AG-013736),PRT062607,-1723.0
790,Axitinib (AG-013736),Quizartinib (AC220),1488.0
791,Axitinib (AG-013736),RAF265 (CHIR-265),-553.0
792,Axitinib (AG-013736),Rapamycin,-2598.0
793,Axitinib (AG-013736),Regorafenib (BAY 73-4506),1484.0
794,Axitinib (AG-013736),Roscovitine (CYC-202),-522.0
795,Axitinib (AG-013736),Ruxolitinib (INCB018424),-1959.0
796,Axitinib (AG-013736),S31-201,-984.0
797,Axitinib (AG-013736),Saracatinib (AZD0530),-1371.0
798,Axitinib (AG-013736),SB-431542,-2046.0
799,Axitinib (AG-013736),Selinexor,-157.0
800,Axitinib (AG-013736),Selumetinib (AZD6244),-1662.0
801,Axitinib (AG-013736),SGX-523,-1427.0
802,Axitinib (AG-013736),SNS-032 (BMS-387032),-1684.0
803,Axitinib (AG-013736),Sorafenib,781.0
804,Axitinib (AG-013736),SR9011,-703.0
805,Axitinib (AG-013736),Staurosporine,-912.0
806,Axitinib (AG-013736),STO609,-1868.0
807,Axitinib (AG-013736),SU11274,-598.0
808,Axitinib (AG-013736),Sunitinib,1197.0
809,Axitinib (AG-013736),Tandutinib (MLN518),1201.0
810,Axitinib (AG-013736),TG100-115,-1817.0
811,Axitinib (AG-013736),TG101348,-703.0
812,Axitinib (AG-013736),Tivozanib (AV-951),1307.0
813,Axitinib (AG-013736),Tofacitinib (CP-690550),-2140.0
814,Axitinib (AG-013736),Tozasertib (VX-680),1684.0
815,Axitinib (AG-013736),Trametinib (GSK1120212),-1984.0
816,Axitinib (AG-013736),Vandetanib (ZD6474),1023.0
817,Axitinib (AG-013736),Vargetef,-1042.0
818,Axitinib (AG-013736),Vatalanib (PTK787),1321.0
819,Axitinib (AG-013736),Vemurafenib (PLX-4032),-332.0
820,Axitinib (AG-013736),Venetoclax,-634.0
821,Axitinib (AG-013736),Vismodegib (GDC-0449),-1917.0
822,Axitinib (AG-013736),Volasertib (BI-6727),-967.0
823,Axitinib (AG-013736),VX-745,-1911.0
824,Axitinib (AG-013736),XAV-939,-1891.0
825,Axitinib (AG-013736),YM-155,-1233.0
826,AZD1480,Barasertib (AZD1152-HQPA),1377.0
827,AZD1480,Bay 11-7085,-1077.0
828,AZD1480,BEZ235,-1354.0
829,AZD1480,BI-2536,-956.0
830,AZD1480,BMS-345541,-814.0
831,AZD1480,Bortezomib (Velcade),-903.0
832,AZD1480,Bosutinib (SKI-606),1847.0
833,AZD1480,Cabozantinib,-1281.0
834,AZD1480,Canertinib (CI-1033),-1402.0
835,AZD1480,Cediranib (AZD2171),-823.0
836,AZD1480,CHIR-99021,-1123.0
837,AZD1480,CI-1040 (PD184352),-1052.0
838,AZD1480,Crenolanib,-582.0
839,AZD1480,Crizotinib (PF-2341066),747.0
840,AZD1480,CYT387,1394.0
841,AZD1480,Dasatinib,468.0
842,AZD1480,DBZ,-488.0
843,AZD1480,Doramapimod (BIRB 796),-625.0
844,AZD1480,Dovitinib (CHIR-258),-1239.0
845,AZD1480,Elesclomol,-1100.0
846,AZD1480,Entospletinib (GS-9973),-997.0
847,AZD1480,Entrectinib,541.0
848,AZD1480,Erlotinib,-650.0
849,AZD1480,Flavopiridol,-291.0
850,AZD1480,Foretinib (XL880),575.0
851,AZD1480,GDC-0879,-1224.0
852,AZD1480,GDC-0941,-662.0
853,AZD1480,Gefitinib,-338.0
854,AZD1480,Gilteritinib (ASP-2215),-1432.0
855,AZD1480,Go6976,-898.0
856,AZD1480,GSK-1838705A,-929.0
857,AZD1480,GSK-1904529A,-1293.0
858,AZD1480,GSK690693,-859.0
859,AZD1480,GW-2580,820.0
860,AZD1480,Ibrutinib (PCI-32765),711.0
861,AZD1480,Idelalisib,-878.0
862,AZD1480,Imatinib,-887.0
863,AZD1480,INK-128,-748.0
864,AZD1480,JAK Inhibitor I,1037.0
865,AZD1480,JNJ-28312141,-1760.0
866,AZD1480,JNJ-38877605,-1166.0
867,AZD1480,JNJ-7706621,-974.0
868,AZD1480,JQ1,-272.0
869,AZD1480,KI20227,-815.0
870,AZD1480,KU-55933,-970.0
871,AZD1480,KW-2449,908.0
872,AZD1480,Lapatinib,-879.0
873,AZD1480,Lenalidomide,-502.0
874,AZD1480,Lenvatinib,-927.0
875,AZD1480,Lestaurtinib (CEP-701),1083.0
876,AZD1480,Linifanib (ABT-869),-993.0
877,AZD1480,Lovastatin,-183.0
878,AZD1480,LY-333531,-1021.0
879,AZD1480,Masitinib (AB-1010),-1392.0
880,AZD1480,MGCD-265,-858.0
881,AZD1480,Midostaurin,1608.0
882,AZD1480,MK-2206,-93.0
883,AZD1480,MLN120B,-1199.0
884,AZD1480,MLN8054,-718.0
885,AZD1480,Motesanib (AMG-706),-831.0
886,AZD1480,Neratinib (HKI-272),1505.0
887,AZD1480,NF-kB Activation Inhibitor,-1171.0
888,AZD1480,Nilotinib,-331.0
889,AZD1480,Nutlin 3a,-834.0
890,AZD1480,NVP-ADW742,-563.0
891,AZD1480,NVP-TAE684,1197.0
892,AZD1480,Palbociclib,-759.0
893,AZD1480,Panobinostat,-182.0
894,AZD1480,Pazopanib (GW786034),-1457.0
895,AZD1480,PD173955,832.0
896,AZD1480,Pelitinib (EKB-569),-948.0
897,AZD1480,PHA-665752,-660.0
898,AZD1480,PHT-427,-1416.0
899,AZD1480,PI-103,-725.0
900,AZD1480,PLX-4720,-1065.0
901,AZD1480,Ponatinib (AP24534),-803.0
902,AZD1480,PP242,-1380.0
903,AZD1480,PRT062607,-1109.0
904,AZD1480,Quizartinib (AC220),-932.0
905,AZD1480,RAF265 (CHIR-265),-1073.0
906,AZD1480,Rapamycin,-1139.0
907,AZD1480,Regorafenib (BAY 73-4506),-1494.0
908,AZD1480,Roscovitine (CYC-202),-719.0
909,AZD1480,Ruxolitinib (INCB018424),815.0
910,AZD1480,S31-201,-689.0
911,AZD1480,Saracatinib (AZD0530),-1593.0
912,AZD1480,SB-431542,-667.0
913,AZD1480,Selinexor,-644.0
914,AZD1480,Selumetinib (AZD6244),-690.0
915,AZD1480,SGX-523,-1245.0
916,AZD1480,SNS-032 (BMS-387032),-419.0
917,AZD1480,Sorafenib,-705.0
918,AZD1480,SR9011,-959.0
919,AZD1480,Staurosporine,-464.0
920,AZD1480,STO609,-767.0
921,AZD1480,SU11274,-858.0
922,AZD1480,Sunitinib,-1155.0
923,AZD1480,Tandutinib (MLN518),-844.0
924,AZD1480,TG100-115,-760.0
925,AZD1480,TG101348,871.0
926,AZD1480,Tivozanib (AV-951),-1341.0
927,AZD1480,Tofacitinib (CP-690550),797.0
928,AZD1480,Tozasertib (VX-680),-763.0
929,AZD1480,Trametinib (GSK1120212),-623.0
930,AZD1480,Vandetanib (ZD6474),1163.0
931,AZD1480,Vargetef,-1530.0
932,AZD1480,Vatalanib (PTK787),-995.0
933,AZD1480,Vemurafenib (PLX-4032),-806.0
934,AZD1480,Venetoclax,-1162.0
935,AZD1480,Vismodegib (GDC-0449),-729.0
936,AZD1480,Volasertib (BI-6727),-831.0
937,AZD1480,VX-745,-1010.0
938,AZD1480,XAV-939,-664.0
939,AZD1480,YM-155,-1601.0
940,Barasertib (AZD1152-HQPA),Bay 11-7085,-1402.0
941,Barasertib (AZD1152-HQPA),BEZ235,-463.0
942,Barasertib (AZD1152-HQPA),BI-2536,-456.0
943,Barasertib (AZD1152-HQPA),BMS-345541,-1055.0
944,Barasertib (AZD1152-HQPA),Bortezomib (Velcade),-188.0
945,Barasertib (AZD1152-HQPA),Bosutinib (SKI-606),1415.0
946,Barasertib (AZD1152-HQPA),Cabozantinib,1420.0
947,Barasertib (AZD1152-HQPA),Canertinib (CI-1033),-1779.0
948,Barasertib (AZD1152-HQPA),Cediranib (AZD2171),808.0
949,Barasertib (AZD1152-HQPA),CHIR-99021,-235.0
950,Barasertib (AZD1152-HQPA),CI-1040 (PD184352),-772.0
951,Barasertib (AZD1152-HQPA),Crenolanib,690.0
952,Barasertib (AZD1152-HQPA),Crizotinib (PF-2341066),-1635.0
953,Barasertib (AZD1152-HQPA),CYT387,-1819.0
954,Barasertib (AZD1152-HQPA),Dasatinib,582.0
955,Barasertib (AZD1152-HQPA),DBZ,-1155.0
956,Barasertib (AZD1152-HQPA),Doramapimod (BIRB 796),-758.0
957,Barasertib (AZD1152-HQPA),Dovitinib (CHIR-258),1396.0
958,Barasertib (AZD1152-HQPA),Elesclomol,-837.0
959,Barasertib (AZD1152-HQPA),Entospletinib (GS-9973),-1390.0
960,Barasertib (AZD1152-HQPA),Entrectinib,-458.0
961,Barasertib (AZD1152-HQPA),Erlotinib,-1276.0
962,Barasertib (AZD1152-HQPA),Flavopiridol,-833.0
963,Barasertib (AZD1152-HQPA),Foretinib (XL880),659.0
964,Barasertib (AZD1152-HQPA),GDC-0879,-1392.0
965,Barasertib (AZD1152-HQPA),GDC-0941,-812.0
966,Barasertib (AZD1152-HQPA),Gefitinib,-668.0
967,Barasertib (AZD1152-HQPA),Gilteritinib (ASP-2215),-1340.0
968,Barasertib (AZD1152-HQPA),Go6976,-1322.0
969,Barasertib (AZD1152-HQPA),GSK-1838705A,-1978.0
970,Barasertib (AZD1152-HQPA),GSK-1904529A,-1441.0
971,Barasertib (AZD1152-HQPA),GSK690693,-1323.0
972,Barasertib (AZD1152-HQPA),GW-2580,1269.0
973,Barasertib (AZD1152-HQPA),Ibrutinib (PCI-32765),988.0
974,Barasertib (AZD1152-HQPA),Idelalisib,-593.0
975,Barasertib (AZD1152-HQPA),Imatinib,-1231.0
976,Barasertib (AZD1152-HQPA),INK-128,-222.0
977,Barasertib (AZD1152-HQPA),JAK Inhibitor I,-1766.0
978,Barasertib (AZD1152-HQPA),JNJ-28312141,1310.0
979,Barasertib (AZD1152-HQPA),JNJ-38877605,-1934.0
980,Barasertib (AZD1152-HQPA),JNJ-7706621,1578.0
981,Barasertib (AZD1152-HQPA),JQ1,-491.0
982,Barasertib (AZD1152-HQPA),KI20227,897.0
983,Barasertib (AZD1152-HQPA),KU-55933,-751.0
984,Barasertib (AZD1152-HQPA),KW-2449,1468.0
985,Barasertib (AZD1152-HQPA),Lapatinib,-1335.0
986,Barasertib (AZD1152-HQPA),Lenalidomide,-1084.0
987,Barasertib (AZD1152-HQPA),Lenvatinib,-1499.0
988,Barasertib (AZD1152-HQPA),Lestaurtinib (CEP-701),1323.0
989,Barasertib (AZD1152-HQPA),Linifanib (ABT-869),1389.0
990,Barasertib (AZD1152-HQPA),Lovastatin,-412.0
991,Barasertib (AZD1152-HQPA),LY-333531,-1479.0
992,Barasertib (AZD1152-HQPA),Masitinib (AB-1010),-904.0
993,Barasertib (AZD1152-HQPA),MGCD-265,-804.0
994,Barasertib (AZD1152-HQPA),Midostaurin,1593.0
995,Barasertib (AZD1152-HQPA),MK-2206,-499.0
996,Barasertib (AZD1152-HQPA),MLN120B,-1490.0
997,Barasertib (AZD1152-HQPA),MLN8054,1696.0
998,Barasertib (AZD1152-HQPA),Motesanib (AMG-706),873.0
999,Barasertib (AZD1152-HQPA),Neratinib (HKI-272),2210.0
1000,Barasertib (AZD1152-HQPA),NF-kB Activation Inhibitor,-1911.0
1001,Barasertib (AZD1152-HQPA),Nilotinib,-231.0
1002,Barasertib (AZD1152-HQPA),Nutlin 3a,-1322.0
1003,Barasertib (AZD1152-HQPA),NVP-ADW742,-1371.0
1004,Barasertib (AZD1152-HQPA),NVP-TAE684,1894.0
1005,Barasertib (AZD1152-HQPA),Palbociclib,-1158.0
1006,Barasertib (AZD1152-HQPA),Panobinostat,-721.0
1007,Barasertib (AZD1152-HQPA),Pazopanib (GW786034),949.0
1008,Barasertib (AZD1152-HQPA),PD173955,830.0
1009,Barasertib (AZD1152-HQPA),Pelitinib (EKB-569),-1428.0
1010,Barasertib (AZD1152-HQPA),PHA-665752,-1814.0
1011,Barasertib (AZD1152-HQPA),PHT-427,-772.0
1012,Barasertib (AZD1152-HQPA),PI-103,-970.0
1013,Barasertib (AZD1152-HQPA),PLX-4720,-664.0
1014,Barasertib (AZD1152-HQPA),Ponatinib (AP24534),1355.0
1015,Barasertib (AZD1152-HQPA),PP242,-1243.0
1016,Barasertib (AZD1152-HQPA),PRT062607,-1205.0
1017,Barasertib (AZD1152-HQPA),Quizartinib (AC220),1045.0
1018,Barasertib (AZD1152-HQPA),RAF265 (CHIR-265),-1917.0
1019,Barasertib (AZD1152-HQPA),Rapamycin,-967.0
1020,Barasertib (AZD1152-HQPA),Regorafenib (BAY 73-4506),1522.0
1021,Barasertib (AZD1152-HQPA),Roscovitine (CYC-202),-1561.0
1022,Barasertib (AZD1152-HQPA),Ruxolitinib (INCB018424),-996.0
1023,Barasertib (AZD1152-HQPA),S31-201,-1181.0
1024,Barasertib (AZD1152-HQPA),Saracatinib (AZD0530),-1475.0
1025,Barasertib (AZD1152-HQPA),SB-431542,-1369.0
1026,Barasertib (AZD1152-HQPA),Selinexor,-738.0
1027,Barasertib (AZD1152-HQPA),Selumetinib (AZD6244),-533.0
1028,Barasertib (AZD1152-HQPA),SGX-523,-1196.0
1029,Barasertib (AZD1152-HQPA),SNS-032 (BMS-387032),-468.0
1030,Barasertib (AZD1152-HQPA),Sorafenib,843.0
1031,Barasertib (AZD1152-HQPA),SR9011,-1385.0
1032,Barasertib (AZD1152-HQPA),Staurosporine,-893.0
1033,Barasertib (AZD1152-HQPA),STO609,-1468.0
1034,Barasertib (AZD1152-HQPA),SU11274,-1545.0
1035,Barasertib (AZD1152-HQPA),Sunitinib,1128.0
1036,Barasertib (AZD1152-HQPA),Tandutinib (MLN518),1089.0
1037,Barasertib (AZD1152-HQPA),TG100-115,-854.0
1038,Barasertib (AZD1152-HQPA),TG101348,553.0
1039,Barasertib (AZD1152-HQPA),Tivozanib (AV-951),-886.0
1040,Barasertib (AZD1152-HQPA),Tofacitinib (CP-690550),-605.0
1041,Barasertib (AZD1152-HQPA),Tozasertib (VX-680),1187.0
1042,Barasertib (AZD1152-HQPA),Trametinib (GSK1120212),-682.0
1043,Barasertib (AZD1152-HQPA),Vandetanib (ZD6474),1482.0
1044,Barasertib (AZD1152-HQPA),Vargetef,-2034.0
1045,Barasertib (AZD1152-HQPA),Vatalanib (PTK787),1695.0
1046,Barasertib (AZD1152-HQPA),Vemurafenib (PLX-4032),-1763.0
1047,Barasertib (AZD1152-HQPA),Venetoclax,-1353.0
1048,Barasertib (AZD1152-HQPA),Vismodegib (GDC-0449),-1226.0
1049,Barasertib (AZD1152-HQPA),Volasertib (BI-6727),-1394.0
1050,Barasertib (AZD1152-HQPA),VX-745,-1265.0
1051,Barasertib (AZD1152-HQPA),XAV-939,-1497.0
1052,Barasertib (AZD1152-HQPA),YM-155,-1416.0
1053,Bay 11-7085,BEZ235,-480.0
1054,Bay 11-7085,BI-2536,-392.0
1055,Bay 11-7085,BMS-345541,-923.0
